0,Labels
people do not know however how different foods and different activities including exercise or different temperature environments impact their blood glucose levels and yet blood glucose is exquisitely sensitive to all of those things I first started using levels about a year ago as a way to understand and how different foods exercise and ,0
timing of food relative to exercise and quality of sleep at night impact my blood glucose levels and I've learned a tremendous amount from using levels it's taught me when best to eat what best to eat when best to exercise how best to exercise and how to modulate my entire schedule from work to exercise and even my sleep so if you're interested in ,0
learning more about levels and trying a continuous glucose monitor yourself go to levels.link huberman that's levels dot link slash huberman today's episode is also brought To Us by element element is an electrolyte drink that contains the exact ratios of the electrolyte sodium magnesium and potassium to optimize cellular functioning for mental ,0
and physical performance most people realize that hydration is key we need to ingest enough fluids in order to feel our best and perform our best but what most people do not realize is that the proper functioning of our cells and nerve cells neurons in particular requires that sodium magnesium and potassium be present in the correct ,0
ratio goes now of course people with pre-hypertension and hypertension need to be careful about their sodium intake but what a lot of people don't realize is that if you drink caffeine if you exercise and in particular if you're following a very clean diet that is not a lot of processed foods which of course is a good thing chances are you're not ,0
getting enough sodium potassium and magnesium to optimize mental and physical performance element contains a science-backed ratio of 1 000 milligrams that's one gram of sodium 200 milligrams of potassium and 60 milligrams of magnesium and no sugar if you'd like to try element you can go to drink element that's lmnt.com huberman to get a free ,0
element sample pack with your purchase again that's drink element lmnt.com huberman to claim a free sample pack so tell me about endurance what is endurance how do I get more endurance and how does it work when we think about endurance I would like to open up the conversation to include more things than people ,0
generally do when they hear the word endurance so if we just think about what you typically ask your body to do or would like to ask your body to do and we just walk through them it's going to be things like this number one I want to have energy throughout the day that's actually a form of endurance great I don't want to have these lulls ,0
and fatigue and I want to feel fantastic as I move throughout my activities of daily living whatever those may be work exercise enjoyment paying attention focus all that stuff great that's one thing another thing you want to ask your body to do is I want to be able to repeat some small effort in a muscle group and ,0
not and feel great about that this is what we generally call muscular endurance so this is something like I want to be able to walk up those 10 flights of steps and my quads aren't burning at the end of it right or it even gives me energy another thing you'll want to ask your body to do is to be able to perform a tremendous amount ,0
of work for a longer period of time something in the realm of you know 20 to 80 seconds so this could be something like if you're surfing and you've got to paddle extremely hard for a minute to get on on top of a wave or you want to you got you're out riding your bike and you need to be able to get up a hill and it's a ,0
very Steep Hill these are going to take maximal efforts for some small amount of time and then you'll get back up there we tend to call that maximum anaerobic capacity so that the max amount of work you can perform at a higher rate for some amount of seconds to like maybe a minute past that is your ability to repeat an ,0
effort kind of like that for something like 5 to 15 minutes and this example would be run a mile right some some interval like that which is a longer distance right that is going to be your maximum aerobic capacity okay another thing you're going to want your body to do is we call sustained position ,0
so this is you want to be able to sit in your chair at work and have perfect posture for 20 30 40 minutes right you want to be able to stand in line at a grocery store for 15 minutes and not have a breakdown in posture so you want to be able to maintain position when you're riding your bike you're not collapsing you're doing any of these ,0
activities and you don't get hurt or lose efficiency simply because you couldn't sustain basic positions all right whatever those shapes and positions need to be okay and then the last one is a maximum distance so you won't be able to go for a longer hike or have just a long day at Disneyland for whatever it needs to be ,0
and feel great at the end of it right so the goal with all of these things is not can you just do them but can you do them and then you feel good afterwards so we're back in a right position where they give you energy you feel good about it and it's not just something you had to do and you regretted and you felt awful so those are the factors I think ,0
about when someone says I want better endurance is I want to walk backwards and say okay when you say endurance what do you mean and that's generally the things I've come across as if you can handle all of those things you're going to feel like you're in fantastic shape you're going to feel your recovery is going to be excellent and your physical ,0
performance in the gym or in any of the sporting activities you do will be enhanced given what you told us a little bit earlier that endurance really reflects fatigue and management and energy production how do each and both of those things relate to endurance at a mechanistic level so really what I'm asking is what ,0
is fatigue management and what is energy production in order to do that it's important that we understand all of those functional capacities that I just talked about they all have different points of failure okay so in order to then work backwards and say well how do I optimize my ,0
performance in all those categories we need to go through each one and figure out where am I failing some of them are going to be failing because of fatigue management and some of them will be failing because of energy production issues so if we walk through a little bit of how we make energy and how we handle fatigue then we're going to have ,0
a better understanding of exactly what to do for each one of these categories if you feel like one of them in particular is worse for you or lagging behind or if in general you just want to improve all of them all right now I want to make a little bit of a 90 degree turn here I'm going to do it with strategy though ,0
I promise and I want to ask you a very simple question how do you lose weight I was taught that the calories in calories out thermodynamics of energy utilization governs most everything that is if I'm ingesting less caloric energy than I burn ,0
then I'm going to lose weight and if I'm ingesting exactly as much as I burn I'll maintain weight and if I ingest more then I burn then I'll gain weight sure that is the approach you would take what I'm asking really is how are you actually physically losing the weight so my understanding is that we have ,0
different fuel sources in the body glycogen which is stored in muscle and liver body fat which is sort of mainly white adipose tissue and which is subcutaneous and around our organs intra visceral fat and that we can also use protein as a fuel and then as I recall there's also a phosphocreatine system and I think ,0
you're going to tell me that each of these systems is tapped into on different time scales and perhaps according to different levels of exertion and I'm certain that what I just said is not exhaustive but hopefully it is most or entirely correct pretty correct what's that got to do with fat loss ,0
at some point body fat stores adipose adipocytes fat cells are going to start liberating fat as a fuel source and the stimulus for that I'm assuming is going to be that other fuel sources are either depleted or that the energy and metabolic systems of the body I don't want to say decide because they don't have their own Consciousness but ,0
are um our flip signals are signaling in a way that registers that body fat would be the optimal fuel source given how long or into and or intensely a given activity has been performed okay we have some stuff to clean up there but we're still not really answering the question how am I actually losing that body fat ,0
uh how is it actually leaving the body correct uh my understanding is that it leaves the body through respiration aha so now we have some interesting things to talk about how am I actually losing fat via respiration what the hell does that even mean how is something that occupied this physical space on the side of me leaving ,0
my body through my mouth and that is a very clear answer there right which I'm sure you're queued up to when you take a breath in you're generally breathing in oxygen O2 that's some other things but we'll just stick to oxygen when you exhale you're breathing out CO2 the difference between those two is that carbon molecule well ,0
one of the things that's important to understand here is all of your carbohydrates which is that word itself is a carbon that has been hydrated so it is a carbon molecule attached to a water molecule it is a simple chain of carbons your fat molecules are also chains of carbon all of metabolism really in terms of energy production is simply trying to ,0
figure out a way to break those carbon bonds as a result we get energy from that we use that energy to create a molecule called ATP which is the central source of energy for any living being right that carbon is then floating around in free form which is bad news internally so we've got to figure out a way to get that carbon out of our system ,0
so all of energy production all of fatigue management really comes down to this core issue of how are we handling carbon and how are we moving it around the body and so what we do is we do this sneaky thing so another question I'd like to ask people is why do we breathe well for two reasons uh to bring oxygen into ,0
the system and to offload carbon dioxide but the neural trigger for breathing is when carbon dioxide hits a threshold level and the set of neurons in the brain stem and elsewhere uh activate the phrenic nerve or the gas reflex or a combination of things and we inhale or inhale right so a reduction of oxygen intake generally doesn't stimulate ,0
ventilation unless you're at altitude then that sort of changes right in general it's an elevation in CO2 that's going to stimulate breathing off the only reason you bring in O2 for the most part is to get rid of the CO2 oxygen is not a fuel source it is not a way and it works the same with fire by the way so you know you ,0
have to have oxygen present for a fire to go and if you use quelch oxygen the fire will go out right that's about half of um how those like fire extinguishers work but we think then that means oxygen is the fuel it is not the fuel it is something entirely different it is a necessary Pro it is a product that is ,0
necessary for the metabolism process to actually occur all right so we're kind of dancing around an idea here which is this carbon cycle of life so what happens in plants is they generally will breathe in the opposite and breathe out the opposite of humans so a plant will breathe in CO2 and exhale O2 all right this is why we have ,0
to have a certain amount of these things and algae and forests and trees and stuff to maintain this O2 CO2 balance in our atmosphere we do the opposite so we have this wonderful circle of life we breathe in O2 breathe out CO2 they do the opposite well what happens is because carbohydrates are long chains of carbon and fats are as well generally ,0
when we think about fats by the way it's important to understand that structure a little bit so if we think about triglycerides it is a three carbon backbone chain of glycerol so one two three and horizontally running off of each one of those are fatty acid chains right so we form this structure that looks like an e right like the letter e ,0
three in the back and then three chains coming off of it each of those chains are called fatty acids and each of those fatty acids are a length of carbon right or a number of carbons strung together however many carbons are there determines which type of fatty acid it is right so stearic acid linoleic acid like any different number of things it's ,0
also what determines whether or not it is a monounsaturated or polyunsaturated as if carbon requires a special thing called a double bond so if there's a double bond across every carbon and carbon then they're all fully saturated and you're great if there's any of them that are not double bonded and in fact an example if there is one that doesn't ,0
have a double bond that is now called Mono and saturated if there are many it is called polyunsaturated so there's pros and cons to all these things right in either case we're still talking long carbon chains so what a plant will do is bring in carbon and then it has this wonderful ability to use energy from the ,0
sun called photosynthesis and it can take those carbons that it inhales and use the energy from the Sun to form a bond now in our prior discussion when we're going over hypertrophy we talked about the energy that was required to go through protein synthesis that's because forming a new atom or a new bond between atoms oftentimes takes energy in this ,0
cases it does the same thing happens here so if a plant does not have oxygen or does not have carbon dioxide in the air it has no fuel the basically think about it is that's what it eats it needs to get nitrogen from the ground in the soil just like we need to get nitrogen from our protein but fuel wise it needs to get carbon dioxide then it needs sun ,0
to give it energy so it can actually form that Bond right that's what it's getting its fuel from all right so if we think about um a classic uh plant produce the plant that produces either a starch or a fruit here's what happens it inhales that carbon and it starts ,0
packing it away now in a root vegetable what it does is it stores those things together and if we store that thing and we grow fruit at the bottom of it we tend to call those things starches all right it's going to then take the carbon that is packed away in its root and send it up the tree and it's going to actually do that by breaking it down ,0
into a smaller form of carbohydrate that we tend to often call things like sucrose and glucose it'll ship that up the tree it'll go out to the leaves and it'll convert it into the fruit and it's going to eventually transform that stuff into smaller carbon things called fructose and if we think about the fruit are the sugar in fruit it's often in the ,0
form of fructose or sucrose or a combination and sometimes glucose so we have these smaller carbon six carbon chains generally in the form of glucose that are being made from this larger storage of uh carbohydrates that we call um starch right so it's packed in together your body does the exact same thing so ,0
if it's a potato and it has a whole bunch of glucose packed away we call that starch if it's in your quadricep and we pack about a whole bunch of glucose Away We Now call it glycogen if it's in your blood as that six carbon chain we call it glucose if it's in the tree and in the fruit we call it fructose right ,0
those are different molecules but that's effectively the same thing happens so the biology or the chemistry is almost identical it just runs in the reverse order and that's why again at tubers and potatoes and stuff tend to be starches and fruits tend to be glucose fructose of sucrose so we have this a wonderful Circle of Life the plants ,0
can survive on just breathing in the CO2 and then getting the energy from the Sun we don't have that ability at least to my knowledge to run through photosynthesis so the only way we can get carbon into our system is to actually ingest carbon which means we have to eat the starch the fruit the animal some other form of stored ,0
carbon to get that into our system we then pack that away we put the carbohydrates as you mentioned earlier either on our liver our blood or in our muscles we put the fat generally in adipose tissue we'll put a little bit in muscle cells as intramuscular triglycerides and then the protein will use as structure right to ,0
do different things we don't like to use protein as material or fuel it's better used as structure and what we have to do then is if all of a sudden we realize that storage is getting too much in our body in other words we're gaining too much weight we have to figure out how to get the carbons out of our body and that is metabolism right anytime ,0
we're trying to break a carbon bonds though we can get energy to make ATP that's going to release the carbon out of our tissue into the blood we have to bring in oxygen to bind that carbon molecule to make CO2 so we can exhale it and put it back into the atmosphere it's a beautiful description of the circle of life and ,0
energy utilization in the human body I have to ask the question that I'm sure many people are wondering about which is if indeed we exhale these carbons and as it relates to Fat Loss that is the way that we lose fat if we're in a sub caloric state for instance has it ever been explored as to whether increasing the duration or intensity of ,0
exhales can accelerate fat loss I mean that's sort of The Logical extension of what you described and here I'm actually interested equally in whether or not the answer is yes as well as whether it could be no because I could imagine if the answer is yes well then there's some interesting protocols to emerge from that but that if it's no it will reveal ,0
to us some important bottlenecks about metabolism and energy utilization you ever seen those magicians who like show up and uh they can tell your mom's name or something like that before you because they can sort of hold you down a path yeah I mean not to take us down a deep dive tangent but I once went to the Magic Castle in Los Angeles and I was ,0
one of the people called up front and a in an incredible magician a named um I think his name was Ozzy mind or something uh I think that's right had me write my name on a card in a Sharpie pen I ripped up the card I ripped it up I put it in my pocket and at the end of the 10 or 15 minute bout of him doing a bunch of other ,0
tricks he asked me to look in my right shoe and under my foot in my right shoe was that card intact yeah and it was no longer in my pocket and I swear in my life I wasn't a a collaborator with him and to this day it still gives me chills because it well I I don't know how magic yeah right magic well the reason I say ,0
that is I've given that little Spiel and I just gave you the countless times on my glasses and I would say 99 of the time as soon as I stop the very first question is so can I just like do a bunch of exhales and lose fat which is wonderful because I was really hoping you would do that and you rolled right ,0
into my trap right you landed perfectly so I look like a like a a magician over here I feel like I should look in my right shoe right now no I asked the question because it's the logical extension of what you laid out but I know biology to be um both uh diabolical and cryptic but also Exquisite in the way that things are ,0
arranged and you don't get something for nothing there are no free passes in physiology that's the saying no free passes the answer to your question is yes 100 yes in fact that is the only way to go about it you have two options you can ingest less carbon or you can expel more carbon people always say calories in ,0
calories out it's really carbon in carbonate that's what a calorie is Right calories the amount of energy we get per breaking a carbon Bond so it's really Less in less more out less in is fairly obvious whether that comes in any form and by the way this is exactly why the percentage of ,0
your intake coming from fats or carbohydrate it doesn't really matter that much if you look at fat loss clinical trials you guys may have covered this when Lane was in here I'm sure like this is something he talks about a lot it doesn't matter it's irrelevant because it's not about that there's nothing magic in those things ,0
they are different they have different physiological responses everything is different right no duh but in general it's just simply about carbon intake turns out fat has a lot more carbons per mole than carbohydrates do so there's more calories per mole in there so if you the physical amount of fat needs to come in as a smaller amount physical ,0
amount of carbohydrates these are coming it will come in as a larger amount but you can play any number of very high carb low fat what matters total calories right again it's not like the only thing that matters but you know what I'm saying some percentages in the way can go fat loss Works fantastic high fat low ,0
carbohydrate why why do all these things work because that's not about that it's about total intake of carbon total Expo so absolutely can you lose fat by simply exhaling more in fact that is exactly what you did this morning when I hopped on the airline bike when you did anything right the question is can you think of a ,0
scenario in which you could have a bunch of increased rates of exhalation that helps in Fat Loss sure I can think of a lot of things that will stimulate increased rates of exhalation one thing could be simply going right and so the question is like can I literally do some breath protocols where I force exhale and lose fat and the ,0
answer is yes but what happens what happens if you do hyperventilation training well my lab studies cyclic hyperventilation is one of our many uh deliberate protocols and one of the most prominent things that one observes is that levels of adrenaline increase very quickly extremely quick people feel jittery ,0
anxious stressed and unless they are consciously trying to Anchor their thinking about what that means and the benefits that to persisting typically they abort the cyclic hyperventilation protocol really quickly within seconds right you will feel tingling sweating all kinds of things you're hyperventilating right and we could we ,0
could talk a nauseam about how that changes everything from adrenaline to focus to a whole bunch of things so unfortunately a strategy of sitting around just exhaling more than you inhale technically helps you lose more fat but it's not going to last very long so then the question is well how do I get no ,0
situation or scenario in which I can increase my rate of expiration where I'm not going to pass out I'm not going and altering hypocapny and hypercapnia issues any idea of a situation in which you would have an enhanced rate of explanation without worrying about passing out ,0
sure a steady state exercise or not steady state exercise lifting weights intervals moderate training repeated any of these things they all work equally for fat loss because all they're doing is increasing respiration rate they're saying increased demand for energy increased exhalation that's the trick here and when you ,0
equate these things to that they have equal success in fat loss it doesn't matter theoretically where you're getting it from and so when we get into this idea of well what are the best training strategies for fat loss it doesn't matter which one of these tactics you pick ,0
as long as you maintain a consistent adherence over time because of this exact fact it doesn't matter if you're burning quote unquote fat in the exercise session or if you're burning carbohydrates in the exercise session it is totally irrelevant to your net fat loss over time okay now there's some significant misconceptions there ,0
about what I just talked and I would love to come back and walk through that in more detail but that's the main take-home message here it won't matter what's coming in and it won't matter what's coming out because in either case it is the same rate of oxygen in and CO2 out that's the key metric and hopefully this helps a lot of ,0
people have some relief because they're like man you're so tied up on what is the exact protocol for training for optimizing fat loss what's the exact nutritional intervention I need for fat loss and then you wonder why all these different diets can work effectively and wonder why all these different training protocols you know surely you know ,0
somebody who lost a bunch of weight and the only thing they did is they just started running there was no Advanced protocol they just started running and they ran five miles every day that works and then tons of people who tried that and like didn't lose anything and lots of people who went to I went to cardio kickboxing ,0
class lost weight oh I just started doing intervals on my law why why mysteriously you'll do all these things work they had you have something had some spidey sense have to has to be going off in your brain where like there has to be something linking these things and what's linking it is simply carbon ,0
Exchange so put yourself in a position in which you are exhaling more than you and inhaling without passing out the other problem is if you were to Simply do a breathing protocol while the rate of exhalation would go up after that you would correct and go in the opposite direction so that's the ,0
problem is your net carbon the output over the course today is not going to change unless you increase the demand for energy and that's how you get into that negative state along these lines of exhaling carbons as the route for fat loss it makes me wonder whether or not increasing lung capacity is possible I'm ,0
guessing the answer is yes and whether or not increasing lung capacity is a good goal and route to enhancing fat loss essentially what I'm asking is if you can offload more CO2 okay carbons per exhale are you a more efficient fat loss machine it's a wonderful thought and the ,0
answer would be no not something you worry about because if you were to Exhale more carbon than actually needed now we're in a state of inefficiency you're burning way more energy than needed to do your activity the heart has a metric called cardiac output this is in Sciences we abbreviate this as Q ,0
for some odd reasons it's either seal or q and cardiac output is heart rate multiplied by stroke volume so it's how many beats per minute you're having as well as how much blood's coming out of it so cardiac output is actually very specific to energy needs if you try to work around that it's just going to ,0
adjust itself so what I mean by this is if you were able to increase your stroke volumes the amount of blood coming out per pump you would automatically adjust reduce your heart rate so that you keep cardiac output exact to energetic demands so you're sort of pushing one end of this of the spectrum but your body will pull the ,0
other one back to keep you at that exact same neutral level so if you look at if you think about like cardiovascular adaptations to endurance training and any type of endurance training a common thing people will understand is resting heart rate and so what that number is is just how many beats per minute you're having when you're sitting here doing ,0
nothing a very positive adaptation is a lowering of that resting rate over time as general numbers what you will hear is people will say things like a normal resting heart rate is between 60 to 80 beats per minute and you know if any of the things I've talked about um with the individuals I work with I don't work with anybody with disease ,0
just to clarify that I don't do anything with disease management treatment anything it's always about people who are in a good spot who want to optimize or get to the next level whether this is professional athletes trying to to Peak for physical performance or uh the folks in our rapid Health optimization program that feel ,0
good again it's not disease stuff and they want to feel incredible one of the metrics we're going to pay attention to is this resting heart rate so here's what happens as you improve your endurance your resting heart rate will go down if I see somebody over 70 beats per minute um unless something's going on you're ,0
not physically fed regardless of whether or not that is quote unquote within the normative values I want to see everybody's sub 60 beats per minute or close right and that does not a difficult thing to really get to for most people so if you train a lot regardless of how you train intervals steady state ,0
doesn't matter that resting heart rate will come down but since energy demands at rest haven't really changed cardiac Alpha stays the same so what happens is stroke volume goes up so literally like we trained your quadriceps on the Legacy engine machine to get stronger so you can produce more Force per contraction the heart will do the exact same thing ,0
and so as you're able to get more of the blood out of your heart per pump the heart realizes I don't need to pump as often so that's the compensatory adaptation which is saying hey look I don't need to beat 60 times a minute I now need to beat 55 times a minute because I'm getting the same amount of Blood Out per ,0
pump chill and this is why your resting heart rate goes down your resting stroke volume goes up but your cardiac output is identical so that's not a good metric of Fitness it's going to stay the same cardiac output will only adjust for energetic changes all right energy requirements in the acute moment right how much do I need go which is going to ,0
be determined by ventilation right how much air am I bringing in and putting out that's going to determine cardiac output and that's going to determine where we're at if you were to do like a sub maximal exercise test when you were unfit to when you're fit or when you're fit the way you're super fit at sub Max you're going to see the ,0
same thing cardiac output will be identical and you're like damn nothing happened what you're not realizing is your heart rate at that same workload is now lower and that's efficiency because your stroke volume is higher where it gets people tripped up is at Max because you may not see much of a change ,0
at Max because you won't really you don't really see an increase in maximum heart rate with Fitness that's not a thing right so maximum heart rate is not a good proxy for fit or unfit or anything like that stroke volume will get limited eventually by filling capacity of your heart it has to have so much time to fill up with blood before ,0
it can contract again and squeeze the blood out and when you have a heart rate of 200 beats per minute that just doesn't leave much time to fill and so it won't really push you past that so don't worry about trying to increase your maximum heart rate that's not necessarily a good thing and it won't really change but your cardiac health ,0
will because stroke volume will be higher but that doesn't necessarily mean that I should avoid training that gets me up toward maximal heart rate correct oh you should absolutely do it right that's what that was my assumption I'd like to take a brief break and acknowledge our sponsor athletic greens athletic greens is a vitamin mineral ,0
probiotic and adaptogen drink designed to help you meet all of your foundational nutritional needs I've been taking athletic greens daily since 2012. so I'm delighted that they're a sponsor of this podcast the reason I started taking athletic greens and the reason I still take athletic greens once or twice a day is that it helps me meet all of my ,0
foundational nutritional needs that is it covers my vitamins my minerals and the probiotics are especially important to me athletic greens also contains adaptogens which are critical for recovering from stress from exercise from work or just general life if you'd like to try athletic greens you can go to athleticgreens.com huberman to claim ,0
a special offer they'll give you five free travel packs and they'll give you a year's supply of vitamin d3k2 again if you'd like to try athletic greens go to athleticreens.com huberman to claim the special offer getting back to energy production and metabolism so we've got these different modes of moving energy but making and breaking ,0
energy Bonds in the body moving energy into different tissues and out of different tissues and indeed out of the body through exhalation how do each of these different modes of energy utilization relate to different modes of movement and exercise yeah in my mind I'm starting to draw a bridge between ,0
okay when I walk for 60 minutes you know if I'm talking I'm breathing a bit more maybe I'm burning a little more fat after all speech is a modified exhale um and amazing if I'm sprinting um breathing differently and if I'm um you know doing a 30 minute moderate quote unquote moderate jog breathing ,0
differently so you've beautifully Illustrated this bridge between energy production and utilization and carbon dioxide offload through exhalation what are some of the specifics about energy utilization according to different modes of exercise and if we could better Define modes of exercise or types of exercise that ,0
trigger specific adaptations I think this is where the the bridge will move from being a a mere line to a real structure yeah absolutely I want to lay one more foundational piece and then it's going to be much easier to understand the limitations I put on some of these training protocols as well as the lack ,0
of limitations okay so it's really really important the way I want to start this is we have this this Foundation now of of carbon and and basic energy production that's not to say there's no difference there is and that difference is important but maybe we can answer the question from earlier which is ,0
actually something you asked me this morning when we were exercising you're like training fasted right does training fasted enhance fat loss and the logic is sound if I don't have any fuel then I should be burning more fat therefore I should be losing more fat it's sound it's not true ,0
is this great idea it's one of these classic things in science and exercise physiology where like sounds good turns out it's not it's actually a pretty gross misunderstanding of metabolism so it's not to pick on that topic I don't really care about that topic but it is a it's a common question it also ,0
gives me an opportunity to just tell you more about metabolism so here's what happens you're breathing in O2 and breathing out CO2 however the ratio to that is what we call the either rer respiratory exchange ratio or RQ respiratory quotient and I'm not going to differentiate those two they're not the same thing but we're ,0
going to skip past that for now as you begin to increase exercise intensity the percentage of o2 to CO2 rises in the favor of CO2 so you start breathing out way more CO2 than you are breathing in O2 right and so if we were to look at that number you know once the relationship Echoes up so at rest most people have a of a value that we would ,0
typically call something like 0.6 okay and that's again the relationship between O2 and CO2 maybe 0.7 if you were to go for a walk that increases slightly because you're now expiring CO2 at a higher rate so now you've moved up to say 0.8 or something like that one of the ways that we Mark somebody of achieving an actual VO2 max ,0
on a test is if that value exceeds 1.1 now any of you who are paying attention are thinking wait a minute how the hell can a ratio between two things ever get past one well that's because you're getting in a place where you're actually offloading more CO2 than is actually necessary and this is what actually causes and ,0
explains a thing that people like to call Epoch which is excess exercise post oxygen consumption this is another way to think about it the only reason you're breathing is to bring in oxygen when offloads CO2 right if I'm no longer exercising why am I still breathing ,0
in other words once you stop the demand or the need for for energy you should stop ventilating but you don't right that's because in the case of low intensity exercise the second you stop you're right back down to resting ventilation no problem because you were able to match the need for energy with ,0
the offload of waste one to one during that exercise when you start creeping up the intensity you can't do that so you have to basically start stealing a little bit of fuel here so even though you're done exercising you're still ventilating because you have to pay that back and pay that back by that I specifically mean you have to bring in ,0
oxygen because you have a whole bunch of waste that's been accumulating in your tissue that you've got to deal with and I'll walk you through what that waste is it's a particular molecule that a lot of people have heard of but grossly misunderstand so you got to be able to handle that so the reason that you sit there and go ,0
and continue to ventilate is because you're now trying to pay back that excess post exercise oxygen debt that's that oxygen debt we're specifically talking about all right so that being said as we start cruising up that RQ starts going up up up up up up up and if we get to one your 1.0 you're you're in a like you're hurting you're ,0
in a pretty good spot all right I like that you're hurting you're in a pretty good spot yeah a window into Dr Annie galpin's mind now you really want to be a subject in his uh his laboratory study sure masochists swarm to Andy's lab absolutely all right so ,0
the idea that I will lose more fat by being in an exercise situation that is burning more fat it seems to make sense but it's a massive failure to understand the metabolism it's the exact same explanation to like exercising fasted doesn't matter so the exercising fasted issue under normal circumstances is irrelevant because you have plenty of ,0
fuel in the system even when you haven't eaten breakfast that morning now if you're talking like extended fasting over multiple days this is a different scenario if muscle glycogen liver glycogen and blood glucose are at sufficient levels then you absolutely have enough energy to perform almost any type of exercise that most people are ,0
doing you know maybe if you're Rob and you're at Mile 20 today it's a different story but the vast majority of us have plenty of fuel sitting around so we're not going to burn more into fat um just because we didn't eat breakfast that morning so that just doesn't make energetic sense we have a lot of backup ,0
supplies you're never out the trick here is this is there's a there's a concept here we call crossover concept so as we are starting to move up exercise intensity we start burning a higher percentage of our fuel from carbohydrates and a lower percentage of our fuel coming from fat I'm sleeping ,0
that's the highest percentage of your fuel that will be coming from fat of any activity you could ever do so if the theory that I'm going to stay at a lower intensity to burn more fat was true the optimal fat burning strategy would then be to sleep like that doesn't make sense of course it doesn't so why would then going at a ,0
slightly elevated rate somehow all of a sudden magically make you lose fat it doesn't actually make sense when you think about that where you're like oh yeah there's no way so it's a percentage trick it's a difference between absolute and relative this is what this confusion is so yes as ,0
you start doing lower intensity exercise whether you're faster than audit it's irrelevant but lower intensity exercise a greater percentage of your fuel is coming from fat however your total fuel expenditure is very low so that whole total carbon balance is not really being shifted much as you start exercising at a very high ,0
intensity you actually start getting a higher percentage of your fuel from carbohydrate and a lower percentage from fat in fact at rest about the highest you can get in most people is about 60 of your fuel from fat as you're sleeping you might be 70 but you'll never be in a position ever no matter what sort of thing you've heard ,0
on the internet you'll never be in a situation where fat is your only fuel source the highest I've probably ever seen is like 70 percent um you should probably beat about that that's a kind of a good number to think um honestly but people will understand a little bit about metabolism to be ,0
dangerous but not enough we'll we'll throw out these terms like fat adapted and fat adapted is a real thing but is a massive misunderstanding oftentimes right it is this idea thinking like I can get into a spot where I'm maximizing fat burning maximizing fat burning and maximizing fat for exercise and maximizing fat loss over time are not ,0
the same thing at all right that's the confusion so if you enhance fat oxidation and exercise that does not enhance fat loss per se right so this is a lot of the confusion that's happening right so as we start moving up we can never get in a position where we're ,0
using fat only as a fuel again at best you're at 70 fat 30 carbohydrate for a lot of reasons we probably just don't have time to get into today however the opposite is possible when you get into true high intensity exercise you'll be basically 100 carbohydrate and zero percent fat all right that is very possible that in fact ,0
is 1.0 that's what our Q 1.1 is actually because your ventilation got so high you actually exceeded that number even though you're at 100 carbohydrate this is what people came up with the idea then it's like whoa I don't want to burn carbs I want to lose fat so my response to that is always like okay great ,0
so it makes sense burning fat losing fat burning carbs is losing what then like you think your liver shrunk like wait a minute what did you lose then where'd it come from it's all coming as carbon don't worry about where it came from for your fuel it just has to come out as carbon right there are differences in exercise ,0
efficiency for performance with our professional athletes of course but if the only goal here is phallus it doesn't matter where you get it from the last Bridge we have to connect here is like well wait a minute if I only burned carbohydrate how did I actually lose that fat there was there was that love handle sitting ,0
on the side of me how did that come out of me if I never burned that from my fuel what you're failing to understand is there's a balanced game that happens here so if you were to do a bunch of high intensity exercise training and you burned only muscle glycogen and blood glucose and maybe even you did it for so long you burned some liver ,0
glycogen the body understands that it has expelled a lot of energy from that side of the equation it's going to do a couple of things now it's very difficult to go through this fancy situation where you convert carbohydrates into fat and back and forth like that's actually like ,0
fairly hard what's easier to do with something you said earlier is actually just bias energetics to a different fuel source so in that scenario where you're down really low in your carbohydrate carbohydrate stores any carbohydrates you bring in are going to go to storage and since your net energy expenditure is ,0
something that your body regulates a lot any fat that you then bring in is going to be utilized as a fuel source because it knows it doesn't need it anymore that is in excess so that's how you actually use fat as a fuel because you've burned down carbohydrate storages as I'm hearing this uh a couple of ,0
things come to mind first of all thank you for that incredibly important description of what is otherwise a very confusing landscape for most people one of the key points I took away and I just want to say from the outset this is not exhaustive by any stretch is that burning fat does not equal losing fat from the body correct and then burning ,0
fat has to be divided into burning of body fat stores and we need to distinguish that from burning of dietary fat that is brought in correct oftentimes people don't disambiguate those correct and I'm also understanding that reducing one's body carbohydrate stores muscle glycogen liver glycogen Etc ,0
occurs during high intensity exercise yep as well as other ways but that is one very efficient way to tap into those stores which makes me wonder again this is one of these things that does it lead to a protocol makes me wonder whether or not doing high intensity let's say weight training for 45 to 60 Minutes 75 minutes of ,0
